new_vatcode,10299
new_vatgroup,10217
new_vatsettings,10216
new_Visa,10169
new_VisaHeader,10170
new_visarelease,10171
new_VisaRequest,10172
new_waqassheet,10173
new_workflowtemplate,10300
new_workflowtemplatesstep,10301
new_workflowuser,10188
new_workflowusersetting,10174
NewProcess,950
Notification,4110
OfficeDocument,4490
OfficeGraphDocument,9950
Opportunity,3
OpportunityClose,4208
OpportunityCompetitors,25
OpportunityProduct,1083
OpportunitySalesProcess,953
OrderClose,4209
Organization,1019
OrganizationStatistic,4708
OrganizationUI,1021
OrgInsightsMetric,9699
Owner,7
OwnerMapping,4420
PartnerApplication,1095
PersonalDocumentTemplate,9941
PhoneCall,4210
PhoneToCaseProcess,952
PickListMapping,4418
PluginAssembly,4605
PluginTraceLog,4619
PluginType,4602
PluginTypeStatistic,4603
Position,50
Post,8000
PostComment,8005
PostFollow,8003
PostLike,8006
PostRegarding,8002
PostRole,8001
PriceLevel,1022
PrincipalAttributeAccessMap,43
PrincipalEntityMap,41
PrincipalObjectAccess,11
PrincipalObjectAccessReadSnapshot,90
PrincipalObjectAttributeAccess,44
PrincipalSyncAttributeMap,1404
Privilege,1023
PrivilegeObjectTypeCodes,31
ProcessSession,4710
ProcessStage,4724
ProcessTrigger,4712
Product,1024
ProductAssociation,1025
ProductPriceLevel,1026
ProductSalesLiterature,21
ProductSubstitute,1028
Publisher,7101
PublisherAddress,7102
qst_sequence,10175
QuarterlyFiscalCalendar,2002
Queue,2020
QueueItem,2029
QueueItemCount,2023
QueueMemberCount,2024
QueueMembership,1213
Quote,1084
QuoteClose,4211
QuoteDetail,1085
RatingModel,1144
RatingValue,1142
RecommendationCache,9938
RecommendationModel,9933
RecommendationModelMapping,9934
RecommendationModelVersion,9935
RecommendationModelVersionHistory,9937
RecommendedDocument,1189
RecordCountSnapshot,91
RecurrenceRule,4250
RecurringAppointmentMaster,4251
RelationshipRole,4500
RelationshipRoleMap,4501
ReplicationBacklog,1140
Report,9100
ReportCategory,9102
ReportEntity,9101
ReportLink,9104
ReportVisibility,9103
Resource,4002
ResourceGroup,4005
ResourceGroupExpansion,4010
ResourceSpec,4006
RibbonCommand,1116
RibbonContextGroup,1115
RibbonCustomization,1120
RibbonDiff,1130
RibbonRule,1117
RibbonTabToCommandMap,1113
Role,1036
RolePrivileges,12
RoleTemplate,1037
RoleTemplatePrivileges,28
RollupField,9604
RollupJob,9511
RollupProperties,9510
RoutingRule,8181
RoutingRuleItem,8199
SalesLiterature,1038
SalesLiteratureItem,1070
SalesOrder,1088
SalesOrderDetail,1089
SalesProcessInstance,32
SavedOrgInsightsConfiguration,1309
SavedQuery,1039
SavedQueryVisualization,1111
SdkMessage,4606
SdkMessageFilter,4607
SdkMessagePair,4613
SdkMessageProcessingStep,4608
SdkMessageProcessingStepImage,4615
SdkMessageProcessingStepSecureConfig,4616
SdkMessageRequest,4609
SdkMessageRequestField,4614
SdkMessageResponse,4610
SdkMessageResponseField,4611
SemiAnnualFiscalCalendar,2001
Service,4001
ServiceAppointment,4214
ServiceContractContacts,20
ServiceEndpoint,4618
SharedObjectsForRead,39
SharePointData,9509
SharePointDocument,9507
SharePointDocumentLocation,9508
SharePointSite,9502
SimilarityRule,9951
Site,4009
SiteMap,4709
SLA,9750
SLAItem,9751
SLAKPIInstance,9752
SocialActivity,4216
SocialInsightsConfiguration,1300
SocialProfile,99
Solution,7100
SolutionComponent,7103
SqlEncryptionAudit,9613
StatusMap,1075
StringMap,1043
Subject,129
Subscription,29
SubscriptionClients,1072
SubscriptionManuallyTrackedObject,37
SubscriptionStatisticsOffline,45
SubscriptionStatisticsOutlook,46
SubscriptionSyncEntryOffline,47
SubscriptionSyncEntryOutlook,48
SubscriptionSyncInfo,33
SubscriptionTrackingDeletedObject,35
SyncAttributeMapping,1401
SyncAttributeMappingProfile,1400
SyncError,9869
SystemApplicationMetadata,7000
SystemForm,1030
SystemUser,8
SystemUserBusinessUnitEntityMap,42
SystemUserLicenses,13
SystemUserManagerMap,51
SystemUserPrincipals,14
SystemUserProfiles,1202
SystemUserRoles,15
SystemUserSyncMappingProfiles,1402
Task,4212
Team,9
TeamMembership,23
TeamProfiles,1203
TeamRoles,40
TeamSyncAttributeMappingProfiles,1403
TeamTemplate,92
Template,2010
Territory,2013
TextAnalyticsEntityMapping,9945
Theme,2015
TimeStampDateMapping,9932
TimeZoneDefinition,4810
TimeZoneLocalizedName,4812
TimeZoneRule,4811
Topic,9948
TopicHistory,9946
TopicModel,9944
TopicModelConfiguration,9942
TopicModelExecutionHistory,9943
TraceAssociation,8051
TraceLog,8050
TraceRegarding,8052
TransactionCurrency,9105
TransformationMapping,4426
TransformationParameterMapping,4427
TranslationProcess,951
UnresolvedAddress,2012
UntrackedEmail,4220
UoM,1055
UoMSchedule,1056
UserApplicationMetadata,7001
UserEntityInstanceData,2501
UserEntityUISettings,2500
UserFiscalCalendar,1086
UserForm,1031
UserMapping,2016
UserQuery,4230
UserQueryVisualization,1112
UserSearchFacet,52
UserSettings,150
WebResource,9333
WebWizard,4800
WizardAccessPrivilege,4803
WizardPage,4802
Workflow,4703
WorkflowDependency,4704
WorkflowLog,4706
WorkflowWaitSubscription,4702
xbitz_Counter,10005
new_additionalservice,10354
new_evaluationtrigger,10531
new_hourlycontractcustomerrequests,10262
new_resourceavailability,10355
new_resourcegroup,10357
new_resourcegroupnationalities,10358
new_service,10359
new_serviceadditionalservices,10360
new_servicecity,10376
new_servicedistrict,10377
new_serviceprofessions,10361
new_serviceskills,10362
new_skill,10363
new_timeslot,10545
new_finaicalrequest,10347
new_instalmentschedule,10563
new_sadadbill,10368
